StormName,li,Year,Basin
Hurricane Otto (Pacific),,2016,Pacific
Tropical Storm Arlene (Atlantic),,2017,Atlantic
Tropical Storm Bret (Atlantic),,2017,Atlantic
Tropical Storm Cindy (Atlantic),,2017,Atlantic
Tropical Depression Four (Atlantic),,2017,Atlantic
Tropical Storm Don (Atlantic),,2017,Atlantic
Tropical Storm Emily (Atlantic),,2017,Atlantic
Hurricane Franklin (Atlantic),,2017,Atlantic
Hurricane Gert (Atlantic),,2017,Atlantic
Hurricane Harvey (Atlantic),,2017,Atlantic
Hurricane Irma (Atlantic),,2017,Atlantic
Hurricane Jose (Atlantic),,2017,Atlantic
Hurricane Katia (Atlantic),,2017,Atlantic
Hurricane Lee (Atlantic),,2017,Atlantic
Hurricane Maria (Atlantic),,2017,Atlantic
Hurricane Nate (Atlantic),,2017,Atlantic
Hurricane Ophelia (Atlantic),,2017,Atlantic
Tropical Storm Philippe (Atlantic),,2017,Atlantic
Tropical Storm Rina (Atlantic),,2017,Atlantic
Tropical Storm Adrian (Pacific),,2017,Pacific
Tropical Storm Beatriz (Pacific),,2017,Pacific
Tropical Storm Calvin (Pacific),,2017,Pacific
Hurricane Dora (Pacific),,2017,Pacific
Hurricane Eugene (Pacific),,2017,Pacific
Hurricane Fernanda (Pacific),,2017,Pacific
Tropical Storm Greg (Pacific),,2017,Pacific
Tropical Depression Eight-E (Pacific),,2017,Pacific
Hurricane Hilary (Pacific),,2017,Pacific
Hurricane Irwin (Pacific),,2017,Pacific
Tropical Depression Eleven-E (Pacific),,2017,Pacific
Tropical Storm Jova (Pacific),,2017,Pacific
Hurricane Kenneth (Pacific),,2017,Pacific
Tropical Storm Lidia (Pacific),,2017,Pacific
Hurricane Otis (Pacific),,2017,Pacific
Hurricane Max (Pacific),,2017,Pacific
Hurricane Norma (Pacific),,2017,Pacific
Tropical Storm Pilar (Pacific),,2017,Pacific
Tropical Storm Ramon (Pacific),,2017,Pacific
Tropical Storm Selma (Pacific),,2017,Pacific
Tropical Storm Alberto (Atlantic),,2018,Atlantic
Hurricane Beryl (Atlantic),,2018,Atlantic
Hurricane Chris (Atlantic),,2018,Atlantic
Tropical Storm Debby (Atlantic),,2018,Atlantic
Tropical Storm Ernesto (Atlantic),,2018,Atlantic
Hurricane Florence (Atlantic),,2018,Atlantic
Tropical Storm Gordon (Atlantic),,2018,Atlantic
Hurricane Helene (Atlantic),,2018,Atlantic
Hurricane Isaac (Atlantic),,2018,Atlantic
Tropical Storm Joyce (Atlantic),,2018,Atlantic
Tropical Depression Eleven (Atlantic),,2018,Atlantic
Tropical Storm Kirk (Atlantic),,2018,Atlantic
Hurricane Leslie (Atlantic),,2018,Atlantic
Hurricane Michael (Atlantic),,2018,Atlantic
Tropical Storm Nadine (Atlantic),,2018,Atlantic
Hurricane Oscar (Atlantic),,2018,Atlantic
Hurricane Walaka (Pacific),,2018,Pacific
Tropical Depression One-E (Pacific),,2018,Pacific
Hurricane Aletta (Pacific),,2018,Pacific
Hurricane Bud (Pacific),,2018,Pacific
Tropical Storm Carlotta (Pacific),,2018,Pacific
Tropical Storm Daniel (Pacific),,2018,Pacific
Tropical Storm Emilia (Pacific),,2018,Pacific
Hurricane Fabio (Pacific),,2018,Pacific
Tropical Storm Gilma (Pacific),,2018,Pacific
Tropical Depression Nine-E (Pacific),,2018,Pacific
Hurricane Hector (Pacific),,2018,Pacific
Tropical Storm Ileana (Pacific),,2018,Pacific
Hurricane John (Pacific),,2018,Pacific
Tropical Storm Kristy (Pacific),,2018,Pacific
Hurricane Lane (Pacific),,2018,Pacific
Hurricane Miriam (Pacific),,2018,Pacific
Hurricane Norman (Pacific),,2018,Pacific
Hurricane Olivia (Pacific),,2018,Pacific
Tropical Storm Paul (Pacific),,2018,Pacific
Tropical Depression Nineteen-E (Pacific),,2018,Pacific
Hurricane Rosa (Pacific),,2018,Pacific
Hurricane Sergio (Pacific),,2018,Pacific
Tropical Storm Tara (Pacific),,2018,Pacific
Tropical Storm Vicente (Pacific),,2018,Pacific
Hurricane Willa (Pacific),,2018,Pacific
Tropical Storm Xavier (Pacific),,2018,Pacific
Hurricane Barry (Atlantic),,2019,Atlantic
Tropical Depression Three (Atlantic),,2019,Atlantic
Tropical Storm Chantal (Atlantic),,2019,Atlantic
Hurricane Dorian (Atlantic),,2019,Atlantic
Tropical Storm Erin (Atlantic),,2019,Atlantic
Tropical Storm Fernand (Atlantic),,2019,Atlantic
Tropical Storm Gabrielle (Atlantic),,2019,Atlantic
Hurricane Humberto (Atlantic),,2019,Atlantic
Hurricane Jerry (Atlantic),,2019,Atlantic
Tropical Storm Imelda (Atlantic),,2019,Atlantic
Tropical Storm Karen (Atlantic),,2019,Atlantic
Hurricane Lorenzo (Atlantic),,2019,Atlantic
Tropical Storm Melissa (Atlantic),,2019,Atlantic
Tropical Depression Fifteen (Atlantic),,2019,Atlantic
Tropical Storm Nestor (Atlantic),,2019,Atlantic
Tropical Storm Olga (Atlantic),,2019,Atlantic
Hurricane Pablo (Atlantic),,2019,Atlantic
Tropical Storm Sebastien (Atlantic),,2019,Atlantic
Hurricane Alvin (Pacific),,2019,Pacific
Hurricane Barbara (Pacific),,2019,Pacific
Tropical Storm Cosme (Pacific),,2019,Pacific
Tropical Depression Four-E (Pacific),,2019,Pacific
Tropical Storm Dalila (Pacific),,2019,Pacific
Hurricane Erick (Pacific),,2019,Pacific
Hurricane Flossie (Pacific),,2019,Pacific
Tropical Storm Gil (Pacific),,2019,Pacific
Tropical Storm Henriette (Pacific),,2019,Pacific
Tropical Storm Ivo (Pacific),,2019,Pacific
Hurricane Juliette (Pacific),,2019,Pacific
Tropical Storm Akoni (Pacific),,2019,Pacific
Hurricane Kiko (Pacific),,2019,Pacific
Tropical Storm Mario (Pacific),,2019,Pacific
Hurricane Lorena (Pacific),,2019,Pacific
Tropical Storm Narda (Pacific),,2019,Pacific
Tropical Storm Octave (Pacific),,2019,Pacific
Tropical Storm Priscilla (Pacific),,2019,Pacific
Tropical Storm Raymond (Pacific),,2019,Pacific
Tropical Depression Twenty-One-E (Pacific),,2019,Pacific
Tropical Storm Arthur (Atlantic),,2020,Atlantic
Tropical Storm Bertha (Atlantic),,2020,Atlantic
Tropical Storm Cristobal (Atlantic),,2020,Atlantic
Tropical Storm Dolly (Atlantic),,2020,Atlantic
Tropical Storm Edouard (Atlantic),,2020,Atlantic
Tropical Storm Gonzalo (Atlantic),,2020,Atlantic
Hurricane Hanna (Atlantic),,2020,Atlantic
Tropical Depression Ten (Atlantic),,2020,Atlantic
Tropical Storm Josephine (Atlantic),,2020,Atlantic
Tropical Storm Kyle (Atlantic),,2020,Atlantic
Tropical Storm Omar (Atlantic),,2020,Atlantic
Hurricane Nana (Atlantic),,2020,Atlantic
Tropical Storm Rene (Atlantic),,2020,Atlantic
Tropical Storm Vicky (Atlantic),,2020,Atlantic
Tropical Storm Wilfred (Atlantic),,2020,Atlantic
Tropical Depression One-E (Pacific),,2020,Pacific
Tropical Storm Amanda (Pacific),,2020,Pacific
Tropical Storm Boris (Pacific),,2020,Pacific
Tropical Depression Four-E (Pacific),,2020,Pacific
Tropical Storm Cristina (Pacific),,2020,Pacific
Tropical Depression Six-E (Pacific),,2020,Pacific
Hurricane Douglas (Pacific),,2020,Pacific
Hurricane Elida (Pacific),,2020,Pacific
Tropical Depression Ten-E (Pacific),,2020,Pacific
Tropical Storm Fausto (Pacific),,2020,Pacific
Tropical Storm Hernan (Pacific),,2020,Pacific
Tropical Storm Iselle (Pacific),,2020,Pacific
Tropical Storm Julio (Pacific),,2020,Pacific
Tropical Storm Karina (Pacific),,2020,Pacific
Tropical Storm Lowell (Pacific),,2020,Pacific
Hurricane Marie (Pacific),,2020,Pacific
Tropical Storm Norbert (Pacific),,2020,Pacific
Tropical Storm Polo (Pacific),,2020,Pacific
Tropical Depression Seven-E was redesignated as a tropical storm in the post-season re-analysis (Pacific),Tropical Depression Seven-E was redesignated as a tropical storm in the post-season re-analysis,2020,Pacific
